摄像头编号  摄像日期    摄像时间    笼号  变化点数    帧数  视频时间长度
ch02 20180120 074721 1-2 44311 33890 1412.083333
ch02 20180120 074721 2-1 35658 33890 1412.083333
ch02 20180120 074721 2-2 57576 33890 1412.083333
ch02 20180120 081053 1-1 84646 33890 1412.083333
ch02 20180120 081053 1-2 103129 33890 1412.083333
ch02 20180120 081053 2-1 120090 33890 1412.083333
ch02 20180120 081053 2-2 167180 33890 1412.083333
ch02 20180120 083425 1-1 72150 33890 1412.083333
ch02 20180120 083425 1-2 77593 33890 1412.083333
ch02 20180120 083425 2-1 108955 33890 1412.083333
ch02 20180120 083425 2-2 141555 33890 1412.083333
ch02 20180120 085757 1-1 107040 33890 1412.083333
ch02 20180120 085757 1-2 210003 33890 1412.083333
ch02 20180120 085757 2-1 141524 33890 1412.083333
ch02 20180120 085757 2-2 216563 33890 1412.083333
ch02 20180120 111906 1-1 52511 33890 1412.083333
ch02 20180120 111906 1-2 51205 33890 1412.083333
ch02 20180120 111906 2-1 161175 33890 1412.083333
ch02 20180120 111906 2-2 234084 33890 1412.083333
ch02 20180120 120609 1-1 50866 33890 1412.083333
ch02 20180120 120609 1-2 81040 33890 1412.083333
ch02 20180120 120609 2-1 92775 33890 1412.083333
ch02 20180120 120609 2-2 139702 33890 1412.083333
ch02 20180120 122942 1-1 50211 33890 1412.083333
ch02 20180120 122942 1-2 74546 33890 1412.083333
ch02 20180120 122942 2-1 73251 33890 1412.083333
ch02 20180120 122942 2-2 69968 33890 1412.083333
ch02 20180120 125314 1-1 55465 33890 1412.083333
ch02 20180120 125314 1-2 80509 33890 1412.083333
ch02 20180120 125314 2-1 117433 33890 1412.083333
ch02 20180120 125314 2-2 136449 33890 1412.083333
ch02 20180120 131646 1-1 68371 33890 1412.083333
ch02 20180120 131646 1-2 72581 33890 1412.083333
ch02 20180120 131646 2-1 88897 33890 1412.083333
ch02 20180120 131646 2-2 125354 33890 1412.083333
ch02 20180120 140349 1-1 73562 33890 1412.083333
ch02 20180120 140349 1-2 87355 33890 1412.083333
ch02 20180120 140349 2-1 120769 33890 1412.083333
ch02 20180120 140349 2-2 148063 33890 1412.083333
ch02 20180120 142722 1-1 70301 33890 1412.083333
ch02 20180120 142722 1-2 79964 33890 1412.083333
ch02 20180120 142722 2-1 139250 33890 1412.083333
ch02 20180120 142722 2-2 154250 33890 1412.083333
ch02 20180120 145054 1-1 70172 33890 1412.083333
ch02 20180120 145054 1-2 92298 33890 1412.083333
ch02 20180120 145054 2-1 137436 33890 1412.083333
ch02 20180120 145054 2-2 135969 33890 1412.083333
ch02 20180120 151426 1-1 71099 33890 1412.083333
ch02 20180120 151426 1-2 75814 33890 1412.083333
ch02 20180120 151426 2-1 89019 33890 1412.083333
ch02 20180120 151426 2-2 135328 33890 1412.083333
ch02 20180120 160130 1-1 77617 33890 1412.083333
ch02 20180120 160130 1-2 81268 33890 1412.083333
ch02 20180120 160130 2-1 105402 33890 1412.083333
ch02 20180120 160130 2-2 146531 33890 1412.083333
ch02 20180120 162501 1-1 76796 33890 1412.083333
ch02 20180120 162501 1-2 83532 33890 1412.083333
ch02 20180120 162501 2-1 93032 33890 1412.083333
ch02 20180120 162501 2-2 153647 33890 1412.083333
ch02 20180120 164834 2-1 76111 33890 1412.083333
ch02 20180120 164834 2-2 72943 33890 1412.083333
ch02 20180120 171206 2-1 71254 33890 1412.083333
ch02 20180120 171206 2-2 95411 33890 1412.083333
ch02 20180120 173538 2-1 77886 33890 1412.083333
ch02 20180120 173538 2-2 87892 33890 1412.083333
ch02 20180120 175910 2-1 95767 33890 1412.083333
ch02 20180120 175910 2-2 90552 33890 1412.083333
ch02 20180120 182242 2-1 77219 33890 1412.083333
ch02 20180120 182242 2-2 91121 33890 1412.083333
ch02 20180120 184614 2-1 96243 33890 1412.083333
ch02 20180120 190946 2-1 60509 33890 1412.083333
ch02 20180120 193318 2-1 86980 33890 1412.083333
ch02 20180120 193318 2-2 87614 33890 1412.083333
ch02 20180120 195650 2-1 68376 33890 1412.083333
ch02 20180120 195650 2-2 65809 33890 1412.083333
ch02 20180120 202022 2-1 63003 33890 1412.083333
ch02 20180120 202022 2-2 72064 33890 1412.083333
ch02 20180120 204354 2-1 88882 33890 1412.083333
ch02 20180120 204354 2-2 92883 33890 1412.083333
ch02 20180120 210726 2-1 86910 33890 1412.083333
ch02 20180120 210726 2-2 91890 33890 1412.083333
ch02 20180120 213058 2-1 88132 33890 1412.083333
ch02 20180120 213058 2-2 80276 33890 1412.083333
ch02 20180120 215430 2-1 69750 33890 1412.083333
ch02 20180120 215430 2-2 64897 33890 1412.083333
ch02 20180120 221802 2-1 95446 33890 1412.083333
ch02 20180120 221802 2-2 103708 33890 1412.083333
ch02 20180120 224134 2-1 109479 33890 1412.083333
ch02 20180120 224134 2-2 100636 33890 1412.083333
ch02 20180120 230506 2-1 74066 33890 1412.083333
ch02 20180120 230506 2-2 69408 33890 1412.083333
ch02 20180120 232839 2-1 76741 33890 1412.083333
ch02 20180120 232839 2-2 80766 33890 1412.083333
ch02 20180120 235210 2-1 83141 11281 470.041667
ch02 20180120 235210 2-2 74888 11281 470.041667
ch02 20180122 000000 2-1 148435 16178 674.083333
ch02 20180122 000000 2-2 174928 16178 674.083333
ch02 20180122 001113 2-1 168608 33891 1420.041667
ch02 20180122 001113 2-2 200967 33890 1412.083333
ch02 20180122 003445 2-1 149337 33890 1420.041667
ch02 20180122 003445 2-2 170422 33890 1420.041667
ch02 20180122 005817 2-1 173405 33890 1412.083333
ch02 20180122 005817 2-2 175081 33890 1412.083333
ch02 20180122 012149 2-1 188648 33890 1412.083333
ch02 20180122 012149 2-2 174746 33890 1412.083333
ch02 20180122 014521 2-1 185630 33890 1412.083333
ch02 20180122 014521 2-2 155308 33890 1412.083333
ch02 20180122 020853 2-1 165815 33890 1412.083333
ch02 20180122 020853 2-2 161822 33890 1412.083333
ch02 20180122 023225 2-1 202882 33890 1412.083333
ch02 20180122 023225 2-2 157008 33890 1412.083333
ch02 20180122 025557 2-1 171583 33890 1412.083333
ch02 20180122 025557 2-2 161104 33890 1412.083333
ch02 20180122 031929 2-1 178418 33890 1412.083333
ch02 20180122 031929 2-2 141627 19463 810.958333
ch02 20180122 034301 2-1 162068 33890 1412.083333
ch02 20180122 034301 2-2 173400 33890 1412.083333
ch02 20180122 040633 2-1 152047 33890 1412.083333
ch02 20180122 040633 2-2 173229 33890 1412.083333
ch02 20180122 043005 2-1 142976 33890 1412.083333
ch02 20180122 043005 2-2 164028 33890 1412.083333
ch02 20180122 045337 2-1 155864 33890 1412.083333
ch02 20180122 045337 2-2 167294 33890 1412.083333
ch02 20180122 051709 2-1 164086 33890 1412.083333
ch02 20180122 051709 2-2 175747 33890 1412.083333
ch02 20180122 054041 2-1 165998 33890 1412.083333
ch02 20180122 054041 2-2 170331 33890 1412.083333
ch02 20180122 060413 2-1 146694 33890 1412.083333
ch02 20180122 060413 2-2 164160 33890 1412.083333
ch02 20180122 062745 2-1 198199 33890 1412.083333
ch02 20180122 062745 2-2 188599 33890 1412.083333
ch02 20180122 065117 2-1 163049 33890 1412.083333
ch02 20180122 065117 2-2 185345 33890 1412.083333
ch02 20180122 071449 2-1 180971 33890 1412.083333
ch02 20180122 071449 2-2 173176 33890 1412.083333
ch02 20180122 073821 2-1 190353 33890 1412.083333
ch02 20180122 073821 2-2 183954 33890 1412.083333
ch02 20180122 080153 2-1 161303 33890 1412.083333
ch02 20180122 080153 2-2 182108 33890 1412.083333
ch02 20180122 082526 2-1 170978 33890 1412.083333
ch02 20180122 084858 2-1 121245 33890 1412.083333
ch02 20180122 084858 2-2 129497 33890 1412.083333
ch02 20180122 104636 1-1 63076 33842 1418.541667
ch02 20180122 104636 1-2 102808 33842 1418.541667
ch02 20180122 104636 2-1 72174 33842 1418.541667
ch02 20180122 104636 2-2 163625 33842 1418.541667
ch02 20180122 111005 1-1 55057 33842 1418.541667
ch02 20180122 111005 1-2 72606 33842 1418.541667
ch02 20180122 111005 2-1 70725 33842 1418.541667
ch02 20180122 111005 2-2 103572 33842 1418.541667
ch02 20180122 113335 1-1 45846 33842 1418.541667
ch02 20180122 113335 1-2 78470 33842 1418.541667
ch02 20180122 113335 2-1 77277 33842 1418.541667
ch02 20180122 113335 2-2 91342 33842 1418.541667
ch02 20180122 115706 1-1 59383 33891 1420.583333
ch02 20180122 115706 1-2 73633 33891 1420.583333
ch02 20180122 115706 2-1 71582 33891 1420.583333
ch02 20180122 115706 2-2 121866 33891 1420.583333
ch02 20180122 122037 1-1 63181 33891 1420.541667
ch02 20180122 122037 1-2 74491 33891 1420.541667
ch02 20180122 122037 2-1 62460 33891 1420.541667
ch02 20180122 122037 2-2 49459 33891 1420.541667
ch02 20180122 124409 1-1 53688 33890 1420.541667
ch02 20180122 124409 1-2 61738 33890 1420.541667
ch02 20180122 124409 2-1 79041 33890 1420.541667
ch02 20180122 124409 2-2 67872 33890 1420.541667
ch02 20180122 130742 1-1 49083 33890 1420.541667
ch02 20180122 130742 1-2 66327 33890 1420.541667
ch02 20180122 130742 2-1 62689 33890 1420.541667
ch02 20180122 130742 2-2 50625 33890 1420.541667
ch02 20180122 133113 1-1 48122 33891 1420.583333
ch02 20180122 133113 1-2 57609 33891 1420.583333
ch02 20180122 133113 2-1 50622 33891 1420.583333
ch02 20180122 133113 2-2 57317 33891 1420.583333
ch02 20180122 135445 1-1 46582 33890 1420.541667
ch02 20180122 135445 1-2 64055 33890 1420.541667
ch02 20180122 135445 2-1 38345 33890 1420.541667
ch02 20180122 135445 2-2 60540 33890 1420.541667
ch02 20180122 141817 1-1 51792 33890 1420.541667
ch02 20180122 141817 1-2 75838 33890 1420.541667
ch02 20180122 141817 2-1 51807 33890 1420.541667
ch02 20180122 141817 2-2 76928 33890 1420.541667
ch02 20180122 144149 1-1 49399 33890 1420.541667
ch02 20180122 144149 1-2 68831 33890 1420.541667
ch02 20180122 144149 2-1 49421 33890 1420.541667
ch02 20180122 144149 2-2 57647 33890 1420.541667
ch02 20180122 150521 1-1 53259 33891 1420.541667
ch02 20180122 150521 1-2 63964 33891 1420.541667
ch02 20180122 150521 2-1 66780 33891 1420.541667
ch02 20180122 150521 2-2 79884 33891 1420.541667
ch02 20180122 152853 1-1 60034 33890 1420.541667
ch02 20180122 152853 1-2 69697 33890 1420.541667
ch02 20180122 152853 2-1 74581 33890 1420.541667
ch02 20180122 152853 2-2 71174 33890 1420.541667
ch02 20180122 155226 1-1 53022 33890 1420.541667
ch02 20180122 155226 1-2 69401 33890 1420.541667
ch02 20180122 155226 2-1 62124 33890 1420.541667
ch02 20180122 155226 2-2 79824 33890 1420.541667
ch02 20180122 161558 1-1 53676 33890 1420.541667
ch02 20180122 161558 1-2 61051 33890 1420.541667
ch02 20180122 161558 2-1 56298 33890 1420.541667
ch02 20180122 161558 2-2 86338 33890 1420.541667
ch02 20180122 163930 1-1 68164 33891 1420.541667
ch02 20180122 163930 1-2 63387 33891 1420.541667
ch02 20180122 163930 2-1 68354 33891 1420.541667
ch02 20180122 163930 2-2 73239 33891 1420.541667
ch02 20180122 170302 1-1 51933 33890 1420.541667
ch02 20180122 170302 1-2 71797 33890 1420.541667
ch02 20180122 170302 2-1 80796 33890 1420.541667
ch02 20180122 170302 2-2 85823 33890 1420.541667
ch02 20180122 172633 1-1 61626 33890 1420.541667
ch02 20180122 172633 1-2 71777 33890 1420.541667
ch02 20180122 172633 2-1 62561 33890 1420.541667
ch02 20180122 172633 2-2 73387 33890 1420.541667
ch02 20180122 175006 1-1 53688 33891 1420.583333
ch02 20180122 175006 1-2 50893 33891 1420.583333
ch02 20180122 175006 2-1 74111 33891 1420.583333
ch02 20180122 175006 2-2 100026 33891 1420.583333
ch02 20180122 181338 1-1 68626 33890 1420.541667
ch02 20180122 181338 1-2 58668 33890 1420.541667
ch02 20180122 181338 2-1 92921 33890 1420.541667
ch02 20180122 181338 2-2 96289 33890 1420.541667
ch02 20180122 183710 1-1 63701 33890 1420.541667
ch02 20180122 183710 1-2 51259 33890 1420.541667
ch02 20180122 183710 2-1 65280 33890 1420.541667
ch02 20180122 183710 2-2 89978 33890 1420.541667
ch02 20180122 190041 1-1 58707 33890 1420.541667
ch02 20180122 190041 1-2 75101 33890 1420.541667
ch02 20180122 190041 2-1 83786 33890 1420.541667
ch02 20180122 190041 2-2 86024 33890 1420.541667
ch02 20180122 194746 1-1 41772 33890 1420.541667
ch02 20180122 194746 1-2 62439 33890 1420.541667
ch02 20180122 194746 2-1 67561 33890 1420.541667
ch02 20180122 194746 2-2 67787 33890 1420.541667
ch02 20180122 201118 1-1 51459 33890 1420.541667
ch02 20180122 201118 1-2 57675 33890 1420.541667
ch02 20180122 201118 2-1 65381 33890 1420.541667
ch02 20180122 201118 2-2 83485 33890 1420.541667
ch02 20180122 203450 1-1 62019 33890 1412.083333
ch02 20180122 203450 1-2 62694 33890 1412.083333
ch02 20180122 203450 2-1 76778 33890 1412.083333
ch02 20180122 203450 2-2 93831 33890 1412.083333
ch02 20180122 205821 1-1 67398 33892 1421.083333
ch02 20180122 205821 1-2 67586 33892 1421.083333
ch02 20180122 205821 2-1 67411 33892 1421.083333
ch02 20180122 205821 2-2 90573 33892 1421.083333
ch02 20180122 212154 1-1 54528 33891 1421.083333
ch02 20180122 212154 1-2 61676 33891 1421.083333
ch02 20180122 212154 2-1 79491 33891 1421.083333
ch02 20180122 212154 2-2 90173 33891 1421.083333
ch02 20180122 214526 1-1 72721 33891 1421.083333
ch02 20180122 214526 1-2 76066 33891 1421.083333
ch02 20180122 214526 2-1 102110 33891 1421.083333
ch02 20180122 214526 2-2 99598 33891 1421.083333
ch02 20180122 220858 1-1 63714 33890 1421.083333
ch02 20180122 220858 1-2 71466 33890 1421.083333
ch02 20180122 220858 2-1 76506 33890 1421.083333
ch02 20180122 220858 2-2 92413 33890 1421.083333
ch02 20180122 223230 1-1 72413 33890 1421.041667
ch02 20180122 223230 1-2 85689 33890 1421.041667
ch02 20180122 223230 2-1 83750 33890 1421.041667
ch02 20180122 223230 2-2 109782 33890 1421.041667
ch02 20180122 225602 1-1 81521 33891 1421.083333
ch02 20180122 225602 1-2 98934 33891 1421.083333
ch02 20180122 225602 2-1 95095 33891 1421.083333
ch02 20180122 225602 2-2 121338 33891 1421.083333
ch02 20180122 231934 1-1 73485 33890 1421.083333
ch02 20180122 231934 1-2 93547 33890 1421.083333
ch02 20180122 231934 2-1 75230 33890 1421.083333
ch02 20180122 231934 2-2 115230 33890 1421.083333
ch02 20180122 234306 1-1 63345 24385 1025.041667
ch02 20180122 234306 1-2 86879 24385 1025.041667
ch02 20180122 234306 2-1 67494 24385 1025.041667
ch02 20180122 234306 2-2 89224 24385 1025.041667
ch02 20180126 234819 1-1 84703 16849 702.041667
ch02 20180126 234819 1-2 121577 16849 702.041667
ch02 20180126 234819 2-1 112275 16849 702.041667
ch02 20180126 234819 2-2 138448 16849 702.041667
ch02 20180127 000000 1-1 102718 17090 712.083333
ch02 20180127 000000 1-2 126262 17090 712.083333
ch02 20180127 000000 2-1 71376 17090 712.083333
ch02 20180127 000000 2-2 148838 17090 712.083333
ch02 20180127 001152 1-1 120937 33890 1412.083333
ch02 20180127 001152 1-2 144332 33890 1412.083333
ch02 20180127 001152 2-1 114222 33890 1412.083333
ch02 20180127 001152 2-2 127585 33890 1412.083333
ch02 20180127 003523 1-1 127876 33890 1412.083333
ch02 20180127 003523 1-2 178889 33890 1412.083333
ch02 20180127 003523 2-1 133247 33890 1412.083333
ch02 20180127 003523 2-2 155451 33890 1412.083333
ch02 20180127 005855 1-1 120561 33890 1412.083333
ch02 20180127 005855 1-2 129156 33890 1412.083333
ch02 20180127 005855 2-1 120490 33890 1412.083333
ch02 20180127 005855 2-2 222260 33890 1412.083333
ch02 20180127 012227 1-1 112938 33890 1412.083333
ch02 20180127 012227 1-2 145243 33890 1412.083333
ch02 20180127 012227 2-1 161640 33890 1412.083333
ch02 20180127 012227 2-2 164422 33890 1412.083333
ch02 20180127 014600 1-1 131613 33890 1412.083333
ch02 20180127 014600 1-2 138225 33890 1412.083333
ch02 20180127 014600 2-1 109572 33890 1412.083333
ch02 20180127 014600 2-2 202351 33890 1412.083333
ch02 20180127 020931 1-1 129754 33890 1412.083333
ch02 20180127 020931 1-2 157987 33890 1412.083333
ch02 20180127 020931 2-1 115889 33890 1412.083333
ch02 20180127 020931 2-2 203026 33890 1412.083333
ch02 20180127 023304 1-1 124218 33890 1412.083333
ch02 20180127 023304 1-2 176213 33890 1412.083333
ch02 20180127 023304 2-1 140517 33890 1412.083333
ch02 20180127 023304 2-2 172445 33890 1412.083333
ch02 20180127 025635 1-1 116585 33890 1412.083333
ch02 20180127 025635 1-2 162515 33890 1412.083333
ch02 20180127 025635 2-1 129924 33890 1412.083333
ch02 20180127 025635 2-2 164657 33890 1412.083333
ch02 20180127 032007 1-1 134299 33890 1412.083333
ch02 20180127 032007 1-2 188803 33890 1412.083333
ch02 20180127 032007 2-1 127570 33890 1412.083333
ch02 20180127 032007 2-2 176281 33890 1412.083333
ch02 20180127 034340 1-1 126111 33890 1412.125000
ch02 20180127 034340 1-2 176351 33890 1412.125000
ch02 20180127 034340 2-1 134233 33890 1412.125000
ch02 20180127 034340 2-2 180842 33890 1412.125000
ch02 20180127 040712 1-1 129153 33890 1412.125000
ch02 20180127 040712 1-2 166919 33890 1412.125000
ch02 20180127 040712 2-1 145205 33890 1412.125000
ch02 20180127 040712 2-2 172360 33890 1412.125000
ch02 20180127 043043 1-1 88651 33890 1412.083333
ch02 20180127 043043 1-2 129836 33890 1412.083333
ch02 20180127 043043 2-1 112098 33890 1412.083333
ch02 20180127 043043 2-2 168419 33890 1412.083333
ch02 20180127 045416 1-1 80792 33890 1412.083333
ch02 20180127 045416 1-2 137816 33890 1412.083333
ch02 20180127 045416 2-1 121794 33890 1412.083333
ch02 20180127 045416 2-2 169382 33890 1412.083333
ch02 20180127 051748 1-1 82986 33890 1412.083333
ch02 20180127 051748 1-2 113266 33890 1412.083333
ch02 20180127 051748 2-1 117402 33890 1412.083333
ch02 20180127 051748 2-2 191222 33890 1412.083333
ch02 20180127 054119 1-1 94375 33890 1412.083333
ch02 20180127 054119 1-2 122070 33890 1412.083333
ch02 20180127 054119 2-1 122998 33890 1412.083333
ch02 20180127 054119 2-2 207602 33890 1412.083333
ch02 20180127 060452 1-1 86409 33890 1412.083333
ch02 20180127 060452 1-2 105527 33890 1412.083333
ch02 20180127 060452 2-1 105440 33890 1412.083333
ch02 20180127 060452 2-2 175291 33890 1412.083333
ch02 20180127 062824 1-1 88717 33890 1412.083333
ch02 20180127 062824 1-2 127139 33890 1412.083333
ch02 20180127 062824 2-1 121214 33890 1412.083333
ch02 20180127 062824 2-2 183745 33890 1412.083333
ch02 20180127 065155 1-1 82108 33890 1412.083333
ch02 20180127 065155 1-2 113688 33890 1412.083333
ch02 20180127 065155 2-1 125599 33890 1412.083333
ch02 20180127 065155 2-2 172833 33890 1412.083333
ch02 20180127 071528 1-1 100283 33890 1412.083333
ch02 20180127 071528 1-2 115965 33890 1412.083333
ch02 20180127 071528 2-1 123922 33890 1412.083333
ch02 20180127 071528 2-2 194327 33890 1412.083333
ch02 20180127 073900 1-1 93807 33890 1412.083333
ch02 20180127 073900 1-2 120391 33890 1412.083333
ch02 20180127 073900 2-1 134315 33890 1412.083333
ch02 20180127 073900 2-2 203554 33890 1412.083333
ch02 20180127 080232 1-1 84670 33890 1412.083333
ch02 20180127 080232 1-2 112305 33890 1412.083333
ch02 20180127 080232 2-1 104457 33890 1412.083333
ch02 20180127 080232 2-2 198773 33890 1412.083333
ch02 20180127 082604 1-1 68909 33890 1412.083333
ch02 20180127 082604 1-2 100081 33890 1412.083333
ch02 20180127 082604 2-1 110357 33890 1412.083333
ch02 20180127 082604 2-2 169219 33890 1412.083333
ch02 20180127 084936 1-1 76873 33890 1412.083333
ch02 20180127 084936 1-2 125508 33890 1412.083333
ch02 20180127 084936 2-1 123410 33890 1412.083333
ch02 20180127 084936 2-2 168437 33890 1412.083333
ch02 20180127 093640 1-1 101602 33890 1412.083333
ch02 20180127 093640 1-2 26353 33890 1412.083333
ch02 20180127 093640 2-1 7019 33890 1412.083333
ch02 20180127 093640 2-2 3971 33890 1412.083333
ch02 20180131 000000 1-1 163663 23570 982.083333
ch02 20180131 000000 1-2 133267 23570 982.083333
ch02 20180131 000000 2-1 131537 23570 982.083333
ch02 20180131 000000 2-2 140631 23570 982.083333
ch02 20180131 001622 1-1 196675 33890 1412.083333
ch02 20180131 001622 1-2 157638 33890 1412.083333
ch02 20180131 001622 2-1 157079 33890 1412.083333
ch02 20180131 003954 1-1 198257 33842 1410.083333
ch02 20180131 003954 1-2 164899 33842 1410.083333
ch02 20180131 003954 2-1 156615 33842 1410.083333
ch02 20180131 003954 2-2 204761 33842 1410.083333
ch02 20180131 010324 1-1 210451 33890 1412.083333
ch02 20180131 010324 1-2 188291 33890 1412.083333
ch02 20180131 010324 2-1 146214 33890 1412.083333
ch02 20180131 010324 2-2 191319 33890 1412.083333
